Datum;Rating;Ldfnr;Produkt;Version;Bemerkungen;vorinstall;Quelle;Lizenztyp;Lizenzgeber;Lizenzbestimmungen;instlocation;Herstellerwebsite;Link;BMIcon
"2022-01-29 16:28:19";"8";"524";"signotec";"10.7.12";"Signosign/2 Software zur Anbindung der signopads an das Archiv bzw. an die Warenwirtschaft. Für SaaS Anbindungen ist zusätzlich -signotec signoPAD-API/Web- erforderlich und zu lizensieren.";"";"aus Originalquelle";"Lizenzsoftware";"Signotec GmbH";"im Installationspaket";"sc";"https://www.signotec.com/";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAADJElEQVQ4jY1SX2hTdxT+zu/emza5+XNrWm2Stko0haLOBlrFtXa04tgYnaPqmJvaGNxg4NCt6NiUPVgc1rEJY7CXLasw3UPH3qeiIluGE0ftQ1e1CvXvGtMk96bNn5t7fz8fahFhD/3gcB4O38c533cIi8Tsd+sHLcPYDyYBpbKJQmmddvLBf/JiBcT0TZXndY0cANfBuU4MANhiBeB0FuFQQIoMUmSLHJIBANLCvL8/1ntn8m6HVTGjgii6e08s2rmlN30tecUo7MLeiipvYcJeBRIQgBASMofDrIae8Q8uWxY8VbFsmOUyTMuEx+2Fuy4w/vXyzAe9S6f+KPgJVCUBDCAL4CUbPEW3pM+PHv04mbx6yuXyQJYZmiMr/3p7xzvXx26MPnw0dWeD1rzW9VZ89z+20+2yp2/5SQK4cHBH98DvysqWC9ja1/fQq/lF3dKQWLv6pasLJ8Vj+5aHgg3C66vVAYB/v+5YdkASuSOymPlQKhtD3SoAsGw6a0rEoCgycnkj0trathUAEsM/TEWaWzoMPd0DAJR/5BJs3nOSCOXRSz4AYF2dHfcMwwADoVKxaiYnb49s6nzl56Ghb9Zcvnw+CeA6AJQqLwZG8vwHsPCqyLb29rZrheIcrIoNr1ajjI6NvZcYToxu2Pjy3kwh5wMAq1T433RZPN6f3ry5+/U3et/81K0672czGWg+DanplDQxPp44NvjtRwBQJdFzFj2r520ePT2v+psaG86cOXu2sz4QVIulEoomuz+Xe9DEv/SfzGWNQ8whwHWY9rTVWDeCFOva1D0E0I+1wYa6ixfPzQyfTrwWDofPm6aJ6upqzOUeEwCQs1qCACA4iCmkxk5oAMBCDaE+Iinu96iHIy1rgtFoe5uqqlEhBGZ1Hes3dhXn1zuRh10FCA5UccVKTXyWORL2Y/D4V9sDgUbBmCyW1NbbquoTXo8mVE+NANjjne/GWgFAFO65c1/U/5Y9QEIfgJjZB/FkFy7RT6d/YX//eeX9f29PfDJrFAIlswKnQ+ErwivSI7+ObIPgNxY80o+HFP6keIj8TfuJ5VWRnUs+BSiUQeWDWp0BAAAAAElFTkSuQmCC"
"2024-11-21 09:06:26";"10";"205";"Skype";"8.133.0.202";"Aktuelle Desktop Version, Videotelefonie, Besprechungen, Chat, Bildschirmfreigabe und Zusammenarbeit. Optional mit kostenlosem Microsoft Konto nutzbar.  Desktop-Version hat im Gegensatz zur Windows 10 App mehr Funktionen freigeschaltet und ist aktueller. Preview-Version mit schnellerer Engine erscheint immer freitags.";"Deploy";"aus Originalquelle";"kostenfrei";"Microsoft";"im Installationspaket";"c";"https://www.skype.com/en/insider/";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACaklEQVQ4jY2STUhUURTHf/e9GWdknJHpOxvGUkwrzYJoFyETYqhFEKRBlrSKWkTQJjDMaCG2qTZRWbSpXZBkKEakLqwmSPyIPtSiQg3UnBl10vfevS3eKxUNOnA5HM7hd8655y8AaIuVArVIctFEH0KrY19aC/9hgpZYKZZ84kSgAE0oUL0oEUYoF0oMoIkmPIEGisTUYsDj8ShC7AJAKRDC9sv3+4ImqikPvpgHPBqLo/AvLDuT5eXkRg85aTpJS/FywuTqpxnaxywAiUsv4mCwA0DDlH0YFhgWmBaXcr3c2OEjz68TnTAYSUrK1qfwfE86JSt1MKVGcu4ercrnAKhDorAUGJKqTC8ARzonKXr2k+3NY5zoimFK2OzTwJRgqSzGf5y1AUfXtGBaPU6CFM1eoyLTy+50HV0q7n+cwf9glOv902BI56lyGwAwJ8N/EpffJlBKUbkplVelq4hVrKU1EuRwKMXublq2N2Q2gAsAU7nt+8HNvgRdw784nusjssFDwQo3xSEvxSEvWwIxat7EnVsLOT+BZQ05VHJ8GqNxg3MdExQ+HGF143ca3yUAOL0tzR7flGBZw/MAgyZMBaak89A6eiszyPPrYErGp0xeD88CkHRqnD8o5NrnEnsFzd/A7GQVEH46NE11QYBoZQbt35J4XIK9oVQAbvckbIAtWQHqovirnvrBCEq2uYUSp3amcyw/QHbQjQYMTBrc6o5zpzuOXKzjhFgYc2UwgrTuggovq+QlUhdRsaSo/r2fJOeR6gCCbFAmaF9RFCCUsA/g1Gp62VLAv+xC/340UYMkH8EHdGqp29r8G/SXEG0AneCVAAAAAElFTkSuQmCC"
"2024-01-05 17:28:08";"8";"292";"Smart Switch";"4.3.23123.1";"Samsung Smartphones: Windows-Werkzeug Programm zur Datensicherung, Einstellungen, Firmware-Pre-Download, Outlook-Synchronisation. Auf dem Smartphone muss die Smart Switch App installiert sein. Ist die App auf zwei Telefonen installiert, können die Daten und Einstellungen vom (alten) auf das (neue) Handy migriert werden.";"Deploy";"Internet";"kostenfrei auch kommerziell";"Samsung";"im Installationspaket";"c";"https://downloadcenter.samsung.com/content/SW/201809/20180918154502684/SmartSwitchPC_setup.exe";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAByElEQVQ4jY1Tv4sTQRh975udZHMHMUbtLBRjFLW3EsEuhY21cOaQ+AMLG0HQYv8CwUrMwYFXChaHHFyZRrASEQ68Ew+ra47ERGQv3u7MZ2Eie7lN9MEM3wzvezPvDQPkIhLgtZm+ng3+L3EquVprX4QptEicVg8hpeeQvulvLq7OEIgEiHz57PJlK3adplSBegD6d3g3bPW2mktjLgDIpKI1uC8mrKj7OVQXL/j9uKF+mFBCkLw7OsyP+RmBP5uqckLhU5BGvfvS+9pcB/Wt+viDqn6atB1MWoDiPWkbir2UgV07dm7lWXd/ZxHbjwd5eWWepqMAEB5pfATcJTHz51W1RAmuzZn5G2H1+u5ed3VjRogHUa2/uk0xT0ieUvUQKcC5+GFvs/l81Ke5AtXa8gWAZTIduJSxscEjkPdAATTtd3/hDL41+zkhjk1Jm0HxHcRuOBTD7tatBwA6pCXBUtm449nbZwU4mrqkEVCcLbibldrKVUBPAuoVGv9Qtzvi64RARABI0vQFkCSUYiASPg1s0KGZq5MFA2Ub23cGWeu5IR6tL10RllqqSY2kBc2Oh1/7/nnh5bTQs+DBOjqc078RyeHG/O/8G9yNqjG5PIJaAAAAAElFTkSuQmCC"
"2022-01-14 15:42:31";"1";"531";"Sophos SSL VPN Client";"2.1";"Drittanbieter vpn Clientsoftware, nur mit sophos Hardware - sophos XG Firewalls können nur als azure Gateway genutzt werden, nicht für AVD";"";"Internet";"hardwaregebunden";"";"";"cx";"https://docs.sophos.com/nsg/sophos-firewall/18.0/Help/de-de/webhelp/userportal/nsg/userportal/concepts/DownloadClient.html";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAASFBMVEUAW8j///8AWMcARsMATMQAVscAT8Uoc9AzeNGqwegAU8YATcXd6vhVh9Xo8/utw+mTtOQfb88AN8BlktnF2PEMaM3Z5va+1/J04mRvAAAAZElEQVQYlY3NzRKAIAgEYAmUDMu0v/d/05gyDl3qu7Ezuzj3U3ex0wv3ip/Ej3CZqAUBIKo8D61fIFdEpOGZEICsFnKvjRgsocLMCeyt6ALWFbb2V9Jd2e3tkdSevVUCKbHJDyeBIAMFKFscywAAAABJRU5ErkJggg=="
"2024-12-06 08:39:48";"8";"544";"Spotify";"1.2.52.442";"Windows-Client für den bekannten Musik-Streaming-Dienst. Abo erforderlich, da das kostenlose Konto zu eingeschränkt ist. Bitte nur auf lokalen Clients einsetzen, nicht in Multi-User-Umgebungen.";"";"Internet";"Lizenzsoftware oder Subscription";"Spotify Inc.";"im Installationspaket und auf der Webseite";"";"https://www.spotify.com/de/download/windows/";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACQElEQVQ4jYWTS2iVVxSFv7X/Pxql18dIlHqTgU+kikXnhmI7dqIdlaqIj6qdie3ETBwIQicSEgc6LJlUKEjtoARxLJQ6SUkh0RtB0IHgIyn3P3t1cO+1oS11wYHD3mevfc4+a4mV8HiM/NHZ55Kfg8eAD/uZRdBMhL9f2D76GxrPQYkGm52zJ1pL5Dmbc4KtK3MDekMnFDeGYfL3XbdevSPYOXuitUy5ZnMKVPO/cGM0tZxrLz/fM/E6MOp3XllsoPTXP6Ba+PTaavksgEbmjn+cje8IWgrfs+NXhRdTehOpyGS9YNSRH8nsx7SBCliIiiO1C8cEbcR0k75QVVqPtEnODzBF5JNmKH5pNfHyVe0NQ4XP0j4vsy+tozX4UP/ShyvpHi4bnBKQxoG0qm7cLOH5oa5+6g4xXReEuWk8VtObOEBLjgeyfyyuXtThbkZEsVtVlm0pPkG+WDecxQSAzNa6PzCATFEkfUrmroLXkflnmKdGD6njO6WuO5srwLHBz9Y9kbAFWC37C+CRgg5WR6hGucXwtZryDXAXet0BLC3WEDOQBwGh+FmhaZybU7RQNmTcd+iZXEZsX8Q68K4ezWhk7uR+N+UHYBRY7j9p+G8lukFalHXH4Y0kX/bkwHylOCKA9uzxSzivvl+FuE/cFfr28e7b1wNgqayZMJoCN+8hENAlYvJtrpkcBICBHzhj51dAm/8wE+KxHDfe5vDU8z0Tr/nXIY/H6NzC3uypc8zq2dmiIzRToen5He1HK+38FztZEVHyRM4YAAAAAElFTkSuQmCC"
"2024-12-04 09:36:30";"6";"665";"STRATO Kunden-Login";"1.0";"Anmeldung am Kundencenter für Kunden des Internet- und Hosting-Anbieters Strato (Telekom Tochter)";"";"";"";"";"";"";"https://www.strato.de/apps/CustomerService#/skl";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABAElEQVQ4ja2RsUoDURBFz31ZjVioiUX8A8FO/AJt9StsbGwFyy0M+YqUIohg4T8ELGwFO/sQTQLi+ti3k0LQZd01YfXCNPcy58KMKNG41zmQ6Q5YLcsBEE8KdubKskz+AXEDJEAA0twEAIxtnC5UVTCK22tuaXmv4bTxZZosU2g604nBPpBUAn7TtNs5NqkP+GjS3ToU7CDmwYbBr9y24uex4TyYAUSIS4P1BYpT13xPgKu86Vhs+bMMtYpm6ReqZIb9CZBDjQBfGxAaHwPgGnirBWifv05S70+VZUdRHQDAZvwyBQY1b/CtfwH8eE21lBWdCHGPsTtv07ChQ4/FYAbzfk7F0d51ugAAAABJRU5ErkJggg=="
"2023-10-25 12:08:11";"3";"210";"SumatraPDF";"3.5.2";"Alternativer PDF-Betrachter, erlaubt Stapelverarbeitung via Befehlszeile, Skripten oder Powershell (Batchdruck) von PDF-Dokumenten, Portable 64-Bit-Version empfohlen. PDF-Modul im Google Chrome Enterprise oder Microsoft Edge Enterprise oder MUPDF für Formulare und Farbdruck auf HP-Druckern benutzen, da sonst beeinträchtigte Ausgabe oder weiße Seiten. Erneutes Bugfix-Release.";"Deploy, Repack";"Internet";"GPL-Lizenz, kostenfrei";"Krzysztof Kowalczyk";"im Installationspaket";"c";"https://www.sumatrapdfreader.org/download-free-pdf-viewer.html";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACUUlEQVQ4jcWTS0hUYRTHf/fOnRmfdVEGyjETMZJEE7WHWWQPoU24SFqMUYsYsJKoVravlq1bBLUQCiyEIJI2RcskpzAtTCVHInykTXNn7tz7ffd+LWaI2Qhtoj/8N+f1P4dzDvxvaJvY9Wg02qiUagqFQtWWJUzhi8ChNpt9ra69e6f8panSydgNa8YozorFYm1Symvz8/OnczlR1b53g2Pd63S22jTVCwIAMs/3M8ZYV1fXwJ8Cw8PDN7PZ7O1E4gNdB1La9StL1G938glegRLwAQXhoF9j23bYAIjH42ccx7kzNTXNudgC8fNLqIJS8ayqqNug4VeYpmkYAJlM5moymaT35DeOHJbq4eNOzZOSll1fmJ7dA0pRXT6HYURZ/lGGzK3Ru3+5VAgR0gF9dXW1WdclQ5fn+PTZ5PWrEMsrJvceNPD0WS05J8vd+y28majFSq3Rd3SFACoYDoeDBoBSSnR3r1JeLllMLjD+UufthMbAWZ8nY0lOncgyObkIQmdjPUtznUdjXZnyfV/TC6N9bG7+CYDrOtRss5l+l6W/L4dlpfA8QSaTwbLSXOj3OH4QhMAFpA4o13XHTdMFoKICamvyZY0A7IjCyAhcH4RqE6q25hVdGbA9z3MMgHQ6/UjT5C0UJYNxuHQRlICGOvg6VdiGKKxQ5H2WHUwppaQBkEgkvltWZOj5i5p24Wiumws4wtEd19WErnyFD2i6FtK9YGnILwkGZOnC0pZZwzDs4lPWOzo6ApWVlSoSiajR0dFN77+np0crxHh//zX/Cr8BleESFkgBjhoAAAAASUVORK5CYII="
"2022-01-14 15:45:56";"5";"532";"SwyxIt!";"11.38.9180.0";"Softphone für SWYX IP-Telefonanlagen";"";"Internet";"hardwaregebunden";"";"";"c";"https://www.enreach.de/produkte/unified-communications/swyxit-for-windows.html";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAKlBMVEWVUvaVUvZ5FPiINvdtAPj//v90Afi9mfvQt/zh0P2jbvrx6P6CKPiTT/lDqC+iAAAAAnRSTlO9vOUv4moAAAB6SURBVBiVXY9ZkgQgCENtIEFc7n/dEel18mW9yoKt6Y9aUxExjiUlTcAODH6Bien6cVig2xFfYCNMTshZYDmGTeBZc8FmdFN0kglGVTjcvDNLJ8L9LIkBvLORDV0svRecV5zQBrQcwkzF3SlQqbkpb2BrL6s7/n3/8QdnWQSurwlLtQAAAABJRU5ErkJggg=="
"2022-01-17 10:00:00";"5";"466";"Tachonova";"999";"Software zum Tacho auslesen/Fahrerkarten";"";"Internet";"Lizenzsoftware";"Haug GmbH";"";"c";"";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAUVBMVEUaR2j///8WRGX+/v5uip+puscXRWYZRmdDaIM1XXpYeZGdsb8UQmR4k6e1xM7u8fSJoLGAmasuV3WVqrr2+Plgf5bZ4eYiTW1SdI3o7fC+y9R3Gr7BAAAAb0lEQVQYlX3P3Q6DMAgFYE47oeufs3ab+v4PKr0wNlv03JB8BAJkZ68JQA3v9AHIPiJzTED4Mi9rA0NkEuqilfIJo2OF4QrEvaYiHZCY1u/gyDX8jvwtvb0DKSpMHWR9qmwKRkQa1ODcYDH6pyZjB7lvBPjycHsGAAAAAElFTkSuQmCC"
"2022-01-07 10:29:59";"5";"493";"TachoPlusArchiv";"3.0";"LKW Fahrerkartensoftware, Archivierung von Tachodaten";"";"aus Originalquelle";"Lizenzsoftware";"Softproject AG";"";"sc";"";"0";""
"2020-04-10 08:00:37";"9";"257";"Tagesschau Nachrichten RSS";"1.0";"Nachrichten-Feed der Tagesschau mit aktuellen Neuigkeiten (News)";"";"";"";"";"";"";"https://www.tagesschau.de/xml/rss2";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACVElEQVQ4jYWTa0gTYBSGH9dgS/FSFMnsz9IS8ZJS4BTtvijNcBiEgzI0g4ISsyhQiCx/CDGkK5UQRGjQBYtI81JqpnlJ04GKWSbGdBRjYJhj6unHaDWd9sL34zvfed9z4H0/H7wg98xVedPSy3f7JE7nDJrVK9ietJG7V075zO/1KJy+cEdu3q8mNmodhj06YiK0APQNjFDT0EVbzxC5xt1cKzm+QIh9hy+KJtoo1a+7ZDHUNnWLJtoo+swiYf7koIiDMjw67pXY2z8ixaZKsVhtYrHaRBNtlJOFt/6KqLUGqW3q9iBZrDYpr3gl+swiUWsNwoqd0thqFhGRxlazqwYos/PLZGR0HP2WOKZ+OXjZ0MnDZ800vOvDPvED5gAFoFKhVC4DYGtCFMm6SNakJoqyuc1M3rF0ANJzLlP3tNG1lq8KVCpvJgGwXx9P6Y3HKL5ZbYSHhrgfMg7tpdSUhzooYFEyQHhoCD+nplECzM7OAfDo9nkC/f0Y/DTGuUv3lhQAEBEUq1YGMPx1HIBAfz8Aph3O/5K/jE7g77ccxbaEKJ7XtS/d7XC4zj94Ud9JfNwG10WtNUhLR7/bwh7zZyE4RVAlCcEpErPjhBSbKsVmnxQRkbYPA24bAVf2NdFGsVhtboEwXY5k55dJbVO3OGdmPfKxdlOWHMkzeaZRl1YgoZuzPDaZj5aOfgnT5YgurcBN9vgU2fllUlHVxK7kWDJSE1mvddk7ODxGVc176t9+5EBqIg+un/XxKvAHGUdLpL1nCJt9EoAgXzUJ8ZE8KS9c0P8bc6pv74LPhSYAAAAASUVORK5CYII="
"2024-11-27 08:42:01";"1";"525";"TeamViewer";"15.60.3";"Fernwartungssoftware für Drittanbieter, nur verwendbar, wenn ausreichend lizensiert. Als Viewer die Portable Version benutzen, Produkt immer aktualisieren, wenn in Verwendung. Alternativ VPN Zugang einrichten. Innerhalb des lokalen Netzwerks für PCs und Thin-Clients kann auch UltraVNC (immer die aktuelle Version) benutzt werden.";"";"aus Originalquelle";"Lizenzsoftware";"";"im Installationspaket";"x";"";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACj0lEQVQ4jW2TT2hcRRzHPzPvzdu3b02Cu7RBLeTgqaQeiqAeEtNtmou6+bNReqgGWvFoNSCxEMXaHlpFRBRKCILgn9JDm4pYqpDioT2IFy8eEqh4sNlKyUa6xu4m2TdfD0m2TeLn9OPLzPxmPjNjwnikz1gzA0EeUiRo1leABuBZxwAxQTaDNQawgK8b6ZgJk/KfhmAPxqu51jRarZHrKHCofz9P7OvCBpa5uVvMXvuVpTt/QdiGyzghY8A3cMlLcrlRT1gSFPX6G1Oq31vRDrzX+6fOCwaEfV4uN+pd8qJwSVk2GhIUNTV9defEbXz3/S+CAVk3KJeURZgtCw7q6Guf/l9Tee935CdPXxAUFcQjAvuCouywFhdrWwYtLFRbdaVS3b6GCp1HhHlOFt/gqaf3Uii0AVC5vURpcJLPzl1hk5lvf+bZvnHm5m+1soFD+0ENgKKOj09Lko6++omgX9Cnh3cfUedjY9r96Jh2PfKKoCg4oKGRU5Kkjz6+LCgqBEhTAZDPt2HDGN+skc1GdLQnSKLeWN14EzGFQjsAqVdrM3qmZ6J1tlrtnl4eO6N33/umlU1N/6DS4DtaeMDF6OEPBAcFQUlhVFKlsrRFUrV6X+pidavgtbWmOvKH1yWGGUdz9V/efOtzHiSfX5cqicJGvcmJya+4u3SHII7BJWUFmWHBAZ398OKO69rOl1//JOiXjYbkkrKCwO07aQIQjtkfr/P7H1V6e7rJ5eItXZeX60y8/QUnJs5BkBBmIoE1xiXlmxA+jkmVNlPjV2rY6CF6e7rp7u7CWsP8/ALXb/xGY/lvTNRO6EIha1D6j3HJ8JNgL0HQBSkCmo1V8A0g3egfgIkJ4whj2PzOix4/9h/lLvKWR/AIrgAAAABJRU5ErkJggg=="
"2009-06-02 12:23:57";"0";"1007";"Telefon Anruferident - who calls me";"1.0";"Anrufer identifizieren";"";"";"";"";"";"";"https://whocallsme.com/Phone-Number.aspx/08000407208";"0";""
"2010-01-27 19:12:17";"0";"1008";"Telefonbuch 0180 Nummern";"1.0";"0180 Alternativnummern";"";"";"";"";"";"";"https://www.0180.info/";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAACJElEQVQ4jY1QPWgTYRh+vvvpl2Au93khaRKa3Bm43hRS2yIuUitWrGhHQXQRKoq0nRTEQdChji66iuDg4lQILTo02lIqpBgCYtpUvISSFOnPnXfEJIXoEIglFPHlhffved4/8vJxRA25+D8p/fAJasg9OyQCeL4Ye+edOhJ3VXhxY7gMILPmCp2sWW0pFwwqSQ3H2dtcj5wc7pRqeV/H59rGclr0p910HQDpmcn0zC2nWjlyGtcVVz9n9zY3ALjb/yQwiWv45R6f1A5PT987vFIXgQDEclBaK7vblTbH6W5POsoBIkCZ5Bm7NhjQjYBu+MKR4vxcw3EO4QWAAhQQOfB+8IpVk9+/ye8W1wEM3rzTdN2Ps4/S05Pm0iIAEC94BbwC3i8QPgQxwBSop8KObgDovzRRnJ8rLWfa3bUzo+D8EOMACL/LQYwSmrAbffWdWueV52ef6eNXIgND+vgEACIohCYITUCMCoTGiFc/7kXqXG82Em0TqCSNPHzy9wYhQLwhAIRyAjxa7hs/kDSk35a0kf2wnE0lDct2tHjUsh0ATJaSJ1Rzh2rxKDwHvOW2WFAzK256YeX25ZHvqyv7hS+poPT07nW5Zsu/bMPfk15YDff1575WPceCHAgBoKmqpsYs29XUWPuRZrkCwr16/TaXLzAmZ5Y+5fIFEI5/cH/KsmzGZACMyWZp6+LYqMdDzdIWQMK9wXA4yJhfU2P1eqPePPgDQRi48zmXVJkAAAAASUVORK5CYII="
"2006-02-11 13:56:27";"0";"1009";"Telefonbuch Telekom";"1.0";"Telefonbuch mit Rückwärtssuche";"";"";"";"";"";"";"https://www.dastelefonbuch.de/";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAABbUlEQVQ4jWM8LiLBQApgIkk1AwMDC5ylvmQhEysbVkV/Pn543NH94949FA38drZMnJy4DGaVkLjmFwjVIN9Qx66gcDMukV1KSmliH1zRqyVLn/ZNYGRjU548gYWfD+Gkfz9//vv+nV1Olk1cHK76UUvbs4mTGRgYGFlYkJ3KwsDA8Li9k4GBwezRPbiT3qxa82ziZImUJDZpaQYGBm4D/W/XrkGkGI+LSEgX5rPLyn65cIFNXFymrOTv168XTC25tDQ1V69gYGSEqPt27dole2cGSLCyiomxyUj/fPz419NnDAwM73fu+v36tXRhPlw1erA+qKxGdtLnU6cZGBhezJ3PpaMD9yuKBvGkBDZJiSddPaxiYpKZ6UxsbAwMDF8vXGBkYca0gYmBgYHX1FTAyenT8ROfT59hYGCQKSsR9PRQ6uth5ubG1MAIT0vIoYQJvpw7d8XdmwE5pr+cv8jIxopLw6OmFnQbiAQkp1YAqcluyZmy2s0AAAAASUVORK5CYII="
"2024-12-04 17:22:28";"1";"576";"Telegram Desktop";"5.9.0";"weiterer Messenger, gehört einem Russen mit Firmensitz in Dubai. Datenschutzrechtlich bedenklich. Bitte deinstallieren!";"";"";"";"";"";"x";"";"0";""
"2015-09-19 07:48:25";"0";"1012";"Telekom | Kundencenter";"1.0";"Kundencenter der Telekom";"";"";"";"";"";"";"https://www.telekom.de/kundencenter/startseite";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAACBUlEQVQ4jW2RO0wVQRSGvzM7e3dx74MAagIqRHm0xgAmGm80JERKJbEg1tY2KqExJBotLCzEitbKTq0siIHEwsLOKIWJBQkGEcK9cF+7O8fiLkiUU83kP/+c/3wjqppu7FafLGONVpraTCSfk8CiqvVYa7GUQkS83kLxQRmwgNvY3Xm+pLSCkf7ivWvJj83tR2+9Qqnr5XSyulVdWI63N4PhgeL9K4hYgBTQ/M2LPa9nMFJ/81UITHisY3LY3I7yd0Z/ji/QAKd4YgCtxUaCzqfXMQKQKiipqipOvdOl0sMJV2moAzBAurXrj/XaoW5tpUBmA/GkfQ6nRkxPoLVWZhDfhuVBgMTxfyXOOxEF4wPELls6nBwKJ4cACbwjDJ6I9btf3WrfLJCsblaerQD2XHdxtozqfqvRRrIz997ttUw+V5qfkHxggWRtu7L4ASQcO1ucLWfdqhjRelxd/Oiqe6YQFWbLXj4wh2brv2GOKgvYweNdj2+geKeKfxURUpVCrnN+ShuJdPgmCvYN/Z3FuasAaZtShpXUie8V7l5C5OAdk8VNHInTZgrgMriaKqCttK0eMohgDdZIzgPS9SoYrbXc7xogvtdWs6Sqf3etv/sWf16vvFhJf+2AC8YHo5kLweUzudE+nLZ/3R4m0Pq0Fn/ZiKbP4xsErcXNpe/eySg32neA8A91CM9VXfxSMAAAAABJRU5ErkJggg=="
"2022-01-08 15:17:26";"8";"503";"testo Comfort Software Basic";"5.0";"Datenlogger z.B. für Kühlhäuser";"";"aus Originalquelle";"Lizenzsoftware";"";"";"sc";"https://testo.com";"0";""
"2023-11-27 19:25:42";"0";"1013";"Text zu sprache MP3 Online";"1.0";"geschriebenen Text in MP3 umwandeln, Synth Voice";"";"";"";"";"";"";"https://freereadtext.com/de";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACqUlEQVQ4jY2TXUgUYRSGz/fN7Oz/+o8/+YOaRlmBJCUJUWlYCmrQnRp0UWF3RTddJCOEBcFCUZDedVEXBkVBQSBFlJa4YlmmtRLmqrjquu7sOLMzO/OdLrSNStT38nDe55wD7wHYspBs2tLaOud82KU1BUYjqeubfJZ/PTTRKIr0wO7ULqdHePJm2HYREAkAQVFECgBws1092/u0fMDv18sBAH7XeRGQikDYtXStKS5xzc+GmYw6VwwtBA9feO0SRSKLt6O7PKbNOzkPLt9E/KAo4qe14YwXgTAAAGWeXNbjxkBAQUuOBNMN6G/IiuV11l2fP4nd9jbJROfQJGqZHEZueQkDAJY44XRnrFSVjEoZlec2XXfTnOiCzbB3hIJ8Wf9jrp5FaUNA1vsIoOTSjKl7Xq2994VyKgEgi/FqNRaPLvO64tIMu1ErOdQx2DvXF1x0zVrKVY05orz51WqYC0IW7HQ4hI7pGdIIAMADAMRUrARmTCRTocppZ+P+NC0DwtnA0dCkR+bLYsQYNWKYZCXanOGw184vgRkI0i+JDVbiQrrVYc1MAf6Yza0/iGpYJPBA3VY2bkokVxfiI4ZslnJ2c1YOkf2LSyZnsahDCcBsFFby8p25xfncx8j2mR7BrnuIOzCTNObx6QY6YpQZqMVTVErDhgLbKFMDaXzkD2BKCt8d/L5y3+oJnek+X6FwnNT2c4/viPJZSNZRXxEY25fEs29LipXaBY45bebLKzcKwgBINozn0Zblnmwnd7wgAy1El869ms5sbiznaytKwodqmlLfiiLSRBJFESniWnQRCSCSsE7dhbkud0ku/VFzwv9I0eT+yeDynerG1PeraVzN0DpaBRXVh7yXrsrKyIdI3SZvtL7Sq965C6sGd/yFxi185X/7bGD6BUHzSmXn/r0eAAAAAElFTkSuQmCC"
